Storm ID,NUT_DATE/TIME_1,TDN_1,DON,NH4_1,DOC_1,NO3_1,HDO_mg/l,pH_units,Hobo_Date/Time,HoboTEMP_1,ADJ WL (m) _1,Rain_Date/Time,CUM_RAIN_1
1,8/7/2016 15:59,2.203901727,1.297430582,0.768948703,28.29716293,0.137522442,3.66,6.88,8/7/2016 16:00,29.552,1.165,8/7/2016 16:15,0
1,8/7/2016 16:29,2.167298259,1.330120818,0.72927798,27.97852068,0.107899461,3.1,6.79,8/7/2016 16:15,29.652,1.159,8/7/2016 16:30,0.2286
1,8/7/2016 16:59,2.209242404,1.357258475,0.756651793,28.06008082,0.095332136,2.71,6.87,8/7/2016 16:30,29.752,1.161,8/7/2016 16:45,1.4732
1,8/7/2016 17:29,2.275079142,1.300614571,0.874644104,29.43487728,0.099820467,2.68,6.8,8/7/2016 16:45,30.054,1.16,8/7/2016 17:00,1.9304
1,8/7/2016 17:59,2.229659287,1.200160366,0.801312206,31.16328542,0.228186715,2.63,6.77,8/7/2016 17:00,30.154,1.179,8/7/2016 17:15,3.4544
1,8/7/2016 18:29,2.211274622,1.260355489,0.791852706,29.44444379,0.159066427,2.24,6.74,8/7/2016 17:15,30.457,1.184,8/7/2016 17:30,3.9624
1,8/7/2016 18:59,2.150651815,1.267501124,0.768967567,28.07674286,0.114183124,2.19,6.74,8/7/2016 17:30,30.457,1.211,8/7/2016 17:45,4.0132
1,8/7/2016 19:29,2.206407631,1.252317885,0.831827628,27.0805765,0.122262118,1.95,6.71,8/7/2016 17:45,30.356,1.215,8/7/2016 18:00,4.0132
1,8/7/2016 19:59,2.195428406,1.268816105,0.842052157,28.23759135,0.084560144,1.83,6.73,8/7/2016 18:00,30.255,1.216,8/7/2016 18:15,4.0386
1,8/7/2016 20:29,2.169143484,1.248207306,0.836376034,27.82278534,0.084560144,1.68,6.72,8/7/2016 18:15,30.255,1.215,8/7/2016 18:30,4.064
1,8/7/2016 20:59,2.179117651,1.257570357,0.83698715,27.96224296,0.084560144,1.45,6.73,8/7/2016 18:30,30.255,1.217,8/7/2016 18:45,4.064
1,8/7/2016 21:29,2.183525204,1.245042965,0.853922095,28.16426938,0.084560144,0.98,6.74,8/7/2016 18:45,30.154,1.219,8/7/2016 19:00,4.0894
1,8/7/2016 21:59,2.152133191,1.254934177,0.81263887,27.59549362,0.084560144,0.76,6.73,8/7/2016 19:00,30.154,1.218,8/7/2016 19:15,4.0894
1,8/7/2016 22:29,2.148142857,1.254640401,0.799067986,27.48657422,0.09443447,0.78,6.76,8/7/2016 19:15,30.054,1.22,8/7/2016 19:30,4.0894
1,8/7/2016 22:59,2.11664001,1.238756989,0.793322877,27.50942011,0.084560144,0.45,6.7,8/7/2016 19:30,29.953,1.22,8/7/2016 19:45,4.0894
1,8/7/2016 23:29,2.06334606,1.240276165,0.700807777,27.16946673,0.122262118,0.16,6.65,8/7/2016 19:45,29.953,1.223,8/7/2016 20:00,4.0894
1,8/7/2016 23:59,2.007574347,1.211440652,0.649634593,26.62174178,0.146499102,0.15,6.61,8/7/2016 20:00,29.853,1.221,8/7/2016 20:15,4.0894
1,8/8/2016 0:29,2.006454188,1.227442177,0.637001239,26.62034295,0.142010772,0.13,6.6,8/7/2016 20:15,29.853,1.224,8/7/2016 20:30,4.0894
1,8/8/2016 0:59,2.02370355,1.241403034,0.669912724,26.80962847,0.112387792,0.44,6.66,8/7/2016 20:30,29.752,1.224,8/7/2016 20:45,4.0894
1,8/8/2016 1:29,2.107504862,1.236688322,0.761121746,27.3440743,0.109694794,0.48,6.65,8/7/2016 20:45,29.752,1.223,8/7/2016 21:00,4.0894
1,8/8/2016 1:59,2.102610683,1.249650952,0.750446266,27.30553813,0.102513465,0.52,6.66,8/7/2016 21:00,29.752,1.222,8/7/2016 21:15,4.0894
1,8/8/2016 2:29,2.033993035,1.239864991,0.674558924,26.90646364,0.11956912,0.26,6.59,8/7/2016 21:15,29.652,1.222,8/7/2016 21:30,4.0894
1,8/8/2016 2:59,2.053481776,1.255438303,0.713483329,27.00018039,0.084560144,0.2,6.51,8/7/2016 21:30,29.652,1.223,8/7/2016 21:45,4.0894
1,8/8/2016 3:29,1.95486229,1.188929385,0.600582815,26.27448643,0.16535009,0.23,6.45,8/7/2016 21:45,29.552,1.221,8/7/2016 22:00,4.0894
1,8/8/2016 3:59,2.065912277,1.208450482,0.763027325,26.91567327,0.09443447,0.31,6.42,8/7/2016 22:00,29.552,1.222,8/7/2016 22:15,4.0894
1,8/8/2016 4:29,2.077596962,1.180122158,0.81291466,26.97367231,0.084560144,0.21,6.38,8/7/2016 22:15,29.552,1.221,8/7/2016 22:30,4.0894
1,8/8/2016 4:59,2.11657896,1.187120371,0.844898445,27.14979689,0.084560144,0.02,6.38,8/7/2016 22:30,29.552,1.226,8/7/2016 22:45,4.0894
1,8/8/2016 5:29,2.124792671,1.176390842,0.863841685,27.31569777,0.084560144,0,6.39,8/7/2016 22:45,29.452,1.224,8/7/2016 23:00,4.0894
1,8/8/2016 5:59,2.125059557,1.168849734,0.871649679,26.59292018,0.084560144,0.07,6.46,8/7/2016 23:00,29.452,1.226,8/7/2016 23:15,4.0894
1,8/8/2016 6:29,2.116561115,1.156562948,0.875438023,27.01253358,0.084560144,0,6.43,8/7/2016 23:15,29.352,1.226,8/7/2016 23:30,4.0894
1,8/8/2016 6:59,2.081558473,1.17773789,0.819260439,26.59958243,0.084560144,0.01,6.42,8/7/2016 23:30,29.352,1.226,8/7/2016 23:45,4.0894
1,8/8/2016 7:29,2.07559357,1.193830614,0.797202812,26.6640486,0.084560144,0,6.41,8/7/2016 23:45,29.352,1.225,8/8/2016 0:00,4.0894
1,8/8/2016 7:59,2.048002238,1.185119037,0.765755732,26.3026315,0.097127469,0,6.43,8/8/2016 0:00,29.352,1.228,8/8/2016 0:15,4.0894
1,8/8/2016 8:29,2.072792035,1.175016361,0.805136536,26.46721465,0.092639138,0,6.44,8/8/2016 0:15,29.252,1.23,8/8/2016 0:30,4.0894
1,8/8/2016 8:59,2.07385114,1.186886504,0.80060916,26.54010877,0.086355476,0,6.43,8/8/2016 0:30,29.252,1.228,8/8/2016 0:45,4.0894
1,8/8/2016 9:29,2.06645744,1.184408103,0.797489193,26.65925114,0.084560144,0.02,6.43,8/8/2016 0:45,29.252,1.23,8/8/2016 1:00,4.0894
1,8/8/2016 9:59,2.048164889,1.201699383,0.761905362,26.53900595,0.084560144,0.05,6.44,8/8/2016 1:00,29.252,1.227,8/8/2016 1:15,4.0894
1,8/8/2016 10:29,2.05784162,1.210593901,0.762687575,26.39403332,0.084560144,0.06,6.45,8/8/2016 1:15,29.152,1.228,8/8/2016 1:30,4.0894
1,8/8/2016 10:59,2.06999871,1.199012164,0.786426402,26.1549588,0.084560144,0.14,6.44,8/8/2016 1:30,29.152,1.228,8/8/2016 1:45,4.0894
1,8/8/2016 11:29,2.042987151,1.201586256,0.756840751,26.13083245,0.084560144,0.27,6.45,8/8/2016 1:45,29.152,1.228,8/8/2016 2:00,4.0894
1,8/8/2016 11:59,2.025591494,1.20066704,0.738568978,26.01370002,0.086355476,0.39,6.47,8/8/2016 2:00,29.053,1.228,8/8/2016 2:15,4.0894
1,8/8/2016 12:29,2.035485218,1.201720736,0.741125344,26.34865887,0.092639138,0.32,6.48,8/8/2016 2:15,29.053,1.229,8/8/2016 2:30,4.1402
1,8/8/2016 12:59,2.051007287,1.202417997,0.764029146,26.16260241,0.084560144,0.79,6.48,8/8/2016 2:30,28.953,1.243,8/8/2016 2:45,4.191
1,8/8/2016 13:29,2.041891925,1.205012564,0.752319217,26.13574124,0.084560144,6.59,6.69,8/8/2016 2:45,28.953,1.238,8/8/2016 3:00,4.6482
1,8/8/2016 13:59,2.023506816,1.204669397,0.734277275,25.99818047,0.084560144,6.7,6.73,8/8/2016 3:00,28.853,1.248,8/8/2016 3:15,4.7244
1,8/8/2016 14:29,2.024683812,1.217071919,0.723051749,25.95665326,0.084560144,7.33,6.76,8/8/2016 3:15,28.853,1.253,8/8/2016 3:30,4.7752
1,8/8/2016 14:59,2.036133976,1.215479046,0.736094786,26.18041495,0.084560144,8.1,6.86,8/8/2016 3:30,28.754,1.252,8/8/2016 3:45,4.8006
1,8/8/2016 15:29,2.153507067,1.197117062,0.871829861,27.15495565,0.084560144,8.15,6.94,8/8/2016 3:45,28.754,1.253,8/8/2016 4:00,4.8768
1,8/8/2016 15:59,2.1976775,1.187611238,0.925506118,27.57073439,0.084560144,7.57,6.98,8/8/2016 4:00,28.655,1.255,8/8/2016 4:15,4.9022
1,8/8/2016 16:29,2.311969914,1.195586846,1.031822924,29.14988628,0.084560144,7.07,6.96,8/8/2016 4:15,28.555,1.256,8/8/2016 4:30,4.9022
1,8/8/2016 16:59,2.447242531,1.23649264,1.126189747,29.67077297,0.084560144,6.58,6.95,8/8/2016 4:30,28.456,1.257,8/8/2016 4:45,4.9022
1,8/8/2016 17:29,2.48280353,1.225268331,1.172975055,31.10749976,0.084560144,5.86,6.9,8/8/2016 4:45,28.357,1.258,8/8/2016 5:00,4.9022
1,8/8/2016 17:59,2.49799551,1.223460659,1.189974707,31.21909276,0.084560144,5.78,6.86,8/8/2016 5:00,28.258,1.259,8/8/2016 5:15,4.9022
1,8/8/2016 18:29,2.497908933,1.212262936,1.201085853,31.28510387,0.084560144,5.44,6.82,8/8/2016 5:15,28.159,1.261,8/8/2016 5:30,4.9022
1,8/8/2016 18:59,2.475794347,1.197658867,1.193575336,30.9741427,0.084560144,5.08,6.78,8/8/2016 5:30,28.06,1.26,8/8/2016 5:45,4.9022
1,8/8/2016 19:29,2.443123715,1.178867177,1.179696394,30.51670472,0.084560144,4.93,6.76,8/8/2016 5:45,28.06,1.261,8/8/2016 6:00,4.9022
1,8/8/2016 19:59,2.422955761,1.173080953,1.165314664,30.50660147,0.084560144,4.7,6.73,8/8/2016 6:00,28.06,1.261,8/8/2016 6:15,4.9022
1,8/8/2016 20:29,2.406957524,1.163779372,1.158618008,30.22338282,0.084560144,4.72,6.71,8/8/2016 6:15,27.961,1.261,8/8/2016 6:30,4.9022
1,8/8/2016 20:59,2.403539478,1.158602453,1.160376881,30.10315004,0.084560144,4.47,6.69,8/8/2016 6:30,27.961,1.26,8/8/2016 6:45,4.9022
1,8/8/2016 21:29,2.39432258,1.153691924,1.156070512,30.01948524,0.084560144,4.33,6.67,8/8/2016 6:45,27.862,1.262,8/8/2016 7:00,4.9022
1,8/8/2016 21:59,2.401612659,1.155979894,1.161072621,30.20849525,0.084560144,3.98,6.64,8/8/2016 7:00,27.862,1.261,8/8/2016 7:15,4.9022
1,8/8/2016 22:29,2.413657429,1.164945776,1.164151509,30.4088811,0.084560144,3.59,6.62,8/8/2016 7:15,27.862,1.261,8/8/2016 7:30,4.9022
1,8/8/2016 22:59,2.3868469,1.158844889,1.143441867,30.26344507,0.084560144,3.31,6.59,8/8/2016 7:30,27.862,1.26,8/8/2016 7:45,4.9022
1,8/8/2016 23:29,2.377526723,1.14994044,1.143026139,29.97571535,0.084560144,2.82,6.56,8/8/2016 7:45,27.862,1.263,8/8/2016 8:00,4.9022
1,8/8/2016 23:59,2.373179704,1.146776106,1.141843454,29.90932046,0.084560144,2.48,6.54,8/8/2016 8:00,27.961,1.261,8/8/2016 8:15,4.9022
1,8/9/2016 0:29,2.36708072,1.145588978,1.136931598,29.77909381,0.084560144,2.12,6.52,8/8/2016 8:15,27.862,1.26,8/8/2016 8:30,4.9022
1,8/9/2016 0:59,2.351797526,1.137587014,1.129650368,29.49825709,0.084560144,1.99,6.51,8/8/2016 8:30,27.862,1.26,8/8/2016 8:45,4.9022
1,8/9/2016 1:29,2.337058596,1.132653977,1.119844475,29.28170401,0.084560144,1.64,6.49,8/8/2016 8:45,27.862,1.257,8/8/2016 9:00,4.9022
1,8/9/2016 1:59,2.337235592,1.127743391,1.124932057,29.02350277,0.084560144,1.59,6.48,8/8/2016 9:00,27.862,1.258,8/8/2016 9:15,4.9022
1,8/9/2016 2:29,2.334587548,1.127883945,1.122143459,29.13916585,0.084560144,1.44,6.47,8/8/2016 9:15,27.862,1.259,8/8/2016 9:30,4.9022
1,8/9/2016 2:59,2.325097501,1.119991415,1.120545942,28.97264718,0.084560144,1.44,6.47,8/8/2016 9:30,27.862,1.259,8/8/2016 9:45,4.9022
1,8/9/2016 3:29,2.31239759,1.109908751,1.117928695,28.73026137,0.084560144,1.37,6.47,8/8/2016 9:45,27.862,1.26,8/8/2016 10:00,4.9022
1,8/9/2016 3:59,2.305064097,1.105599838,1.114904115,28.81013928,0.084560144,1.01,6.45,8/8/2016 10:00,27.862,1.259,8/8/2016 10:15,4.9022
1,8/9/2016 4:29,2.293201511,1.102818835,1.105822532,28.51837576,0.084560144,0.98,6.45,8/8/2016 10:15,27.862,1.261,8/8/2016 10:30,4.9022
1,8/9/2016 4:59,2.29501478,1.104222275,1.106232361,28.62837988,0.084560144,1.15,6.46,8/8/2016 10:30,27.961,1.261,8/8/2016 10:45,4.9022
1,8/9/2016 5:29,2.27984818,1.101026585,1.094261451,28.50962761,0.084560144,1.09,6.46,8/8/2016 10:45,27.961,1.262,8/8/2016 11:00,4.9022
1,8/9/2016 5:59,2.262713005,1.093326451,1.08482641,28.15640635,0.084560144,1.1,6.46,8/8/2016 11:00,27.961,1.261,8/8/2016 11:15,4.9022
1,8/9/2016 6:29,2.267543294,1.097570487,1.085412663,28.2317123,0.084560144,1.15,6.46,8/8/2016 11:15,27.961,1.261,8/8/2016 11:30,4.9022
1,8/9/2016 6:59,2.268830929,1.095444471,1.088826314,28.20861103,0.084560144,1.24,6.46,8/8/2016 11:30,27.961,1.259,8/8/2016 11:45,4.9022
1,8/9/2016 7:29,2.27982129,1.093110879,1.102150267,28.45471666,0.084560144,1.15,6.46,8/8/2016 11:45,28.06,1.259,8/8/2016 12:00,4.9022
1,8/9/2016 7:59,2.282185735,1.089904663,1.107720928,28.37969633,0.084560144,1.59,6.47,8/8/2016 12:00,28.06,1.262,8/8/2016 12:15,4.9022
1,8/9/2016 8:29,2.285337393,1.089937226,1.110840023,28.36696492,0.084560144,2.1,6.48,8/8/2016 12:15,28.06,1.259,8/8/2016 12:30,4.9022
1,8/9/2016 8:59,2.304306104,1.09019758,1.12954838,28.60593058,0.084560144,3.83,6.55,8/8/2016 12:30,28.06,1.259,8/8/2016 12:45,4.9022
1,8/9/2016 9:29,2.311414432,1.097060289,1.129793999,28.86461847,0.084560144,4.37,6.55,8/8/2016 12:45,28.159,1.259,8/8/2016 13:00,4.9022
1,8/9/2016 9:59,2.319335987,1.092913992,1.141861851,28.89164476,0.084560144,4.84,6.56,8/8/2016 13:00,28.159,1.26,8/8/2016 13:15,4.9022
1,8/9/2016 10:29,2.334689074,1.092676393,1.157452537,28.94080821,0.084560144,5.62,6.63,8/8/2016 13:15,28.159,1.258,8/8/2016 13:30,4.9022
1,8/9/2016 10:59,2.351684606,1.095904062,1.1712204,29.19092476,0.084560144,6.27,6.65,8/8/2016 13:30,28.258,1.259,8/8/2016 13:45,4.9022
1,8/9/2016 11:59,2.373350461,1.192596643,1.096193674,28.68975126,0.084560144,6.78,6.68,8/8/2016 13:45,28.258,1.258,8/8/2016 14:00,4.9022
1,8/9/2016 12:29,2.382187414,1.192287861,1.105339409,28.83108746,0.084560144,7.11,6.7,8/8/2016 14:00,28.357,1.258,8/8/2016 14:15,4.9022
1,8/9/2016 12:59,2.425932151,1.204236214,1.137135793,29.23656778,0.084560144,7.48,6.72,8/8/2016 14:15,28.357,1.26,8/8/2016 14:30,5.1816
1,8/9/2016 13:29,2.448514789,1.206431604,1.157523041,29.8344034,0.084560144,7.68,6.76,8/8/2016 14:30,28.456,1.267,8/8/2016 14:45,5.3848
1,8/9/2016 13:59,2.472018275,1.209723416,1.177734715,29.90960671,0.084560144,7.73,6.76,8/8/2016 14:45,28.456,1.26,8/8/2016 15:00,5.3848
1,8/9/2016 14:29,2.496643998,1.21440811,1.197675744,30.26919841,0.084560144,7.83,6.76,8/8/2016 15:00,28.555,1.259,8/8/2016 15:15,5.3848
1,8/9/2016 14:59,2.528578082,1.221311688,1.22270625,30.66053474,0.084560144,7.24,6.71,8/8/2016 15:15,29.452,1.255,8/8/2016 15:30,5.3848
1,8/9/2016 15:29,2.558752823,1.225175131,1.249017548,30.93946663,0.084560144,7.09,6.71,8/8/2016 15:30,30.558,1.253,8/8/2016 15:45,5.3848
1,8/9/2016 15:59,2.583423799,1.226471009,1.272392646,31.21158348,0.084560144,6.82,6.69,8/8/2016 15:45,30.862,1.254,8/8/2016 16:00,5.3848
1,8/9/2016 16:29,2.603101064,1.227926448,1.290614472,31.43265328,0.084560144,6.53,6.66,8/8/2016 16:00,30.862,1.254,8/8/2016 16:15,5.3848
1,8/9/2016 16:59,2.640895994,1.24433041,1.31200544,31.01888131,0.084560144,6.4,6.65,8/8/2016 16:15,31.064,1.253,8/8/2016 16:30,5.3848
1,8/9/2016 17:29,2.620864293,1.236741425,1.299562724,31.28437207,0.084560144,6.28,6.66,8/8/2016 16:30,31.268,1.255,8/8/2016 16:45,5.3848
1,8/9/2016 17:59,2.60859363,1.234489619,1.289543867,31.28150695,0.084560144,7.13,6.74,8/8/2016 16:45,31.574,1.254,8/8/2016 17:00,5.3848
1,8/9/2016 18:29,2.602080132,1.232522163,1.284997825,31.20246466,0.084560144,7.95,6.87,8/8/2016 17:00,31.88,1.256,8/8/2016 17:15,5.3848
1,8/9/2016 18:59,2.582719711,1.235109519,1.263050048,30.84027608,0.084560144,8.17,6.92,8/8/2016 17:15,32.086,1.255,8/8/2016 17:30,5.3848
1,8/9/2016 19:29,2.514735033,1.23403537,1.196139519,30.46193234,0.084560144,8.08,6.93,8/8/2016 17:30,32.188,1.254,8/8/2016 17:45,5.3848
1,8/9/2016 19:59,2.41880441,1.230702368,1.103541898,29.37627349,0.084560144,8,6.94,8/8/2016 17:45,32.291,1.255,8/8/2016 18:00,5.3848
1,8/9/2016 20:29,2.356336312,1.235645314,1.036130854,28.86622215,0.084560144,7.95,6.95,8/8/2016 18:00,32.291,1.256,8/8/2016 18:15,5.3848
1,8/9/2016 20:59,2.325352945,1.240378836,1.000413965,28.50636965,0.084560144,7.72,6.92,8/8/2016 18:15,32.188,1.261,8/8/2016 18:30,5.3848
1,8/9/2016 21:29,2.307692134,1.23594055,0.98719144,28.21087134,0.084560144,7.63,6.93,8/8/2016 18:30,32.086,1.257,8/8/2016 18:45,5.3848
1,8/9/2016 21:59,2.299133738,1.236106286,0.978467308,28.16311973,0.084560144,7.53,6.93,8/8/2016 18:45,31.88,1.254,8/8/2016 19:00,5.4102
1,8/9/2016 22:29,2.291570375,1.225397977,0.981612254,28.06015154,0.084560144,7.37,6.92,8/8/2016 19:00,31.778,1.253,8/8/2016 19:15,5.4356
1,8/9/2016 22:59,2.292012683,1.234668434,0.972784105,27.98938992,0.084560144,7.13,6.9,8/8/2016 19:15,31.574,1.254,8/8/2016 19:30,5.461
1,8/9/2016 23:29,2.271779989,1.232811378,0.954408467,27.84563086,0.084560144,6.79,6.85,8/8/2016 19:30,31.37,1.251,8/8/2016 19:45,5.4864
1,8/9/2016 23:59,2.273609041,1.2415355,0.947513397,27.47330035,0.084560144,6.57,6.83,8/8/2016 19:45,31.166,1.252,8/8/2016 20:00,5.4864
1,8/10/2016 0:29,2.263714995,1.240472715,0.938682136,27.50022313,0.084560144,6.39,6.79,8/8/2016 20:00,30.963,1.25,8/8/2016 20:15,5.4864
1,8/10/2016 0:59,2.264395674,1.238793552,0.941041978,27.60134125,0.084560144,6.35,6.78,8/8/2016 20:15,30.76,1.247,8/8/2016 20:30,5.5118
1,8/10/2016 1:29,2.307738479,1.240354455,0.98282388,28.31401818,0.084560144,6.15,6.8,8/8/2016 20:30,30.558,1.247,8/8/2016 20:45,6.5532
1,8/10/2016 1:59,2.2671258,1.24248668,0.940078976,27.58509085,0.084560144,6.15,6.82,8/8/2016 20:45,30.356,1.246,8/8/2016 21:00,6.731
1,8/10/2016 2:29,2.266381934,1.243187313,0.938634477,27.44243247,0.084560144,6.04,6.84,8/8/2016 21:00,30.054,1.243,8/8/2016 21:15,6.731
1,8/10/2016 2:59,2.254880911,1.249209277,0.92111149,27.3923286,0.084560144,6.05,6.87,8/8/2016 21:15,29.853,1.248,8/8/2016 21:30,6.7564
1,8/10/2016 3:29,2.225562325,1.249059741,0.89194244,27.18575787,0.084560144,,,8/8/2016 21:30,29.652,1.245,8/8/2016 21:45,6.7564
1,8/10/2016 3:59,2.184833139,1.256587177,0.843685818,26.67222517,0.084560144,,,8/8/2016 21:45,29.452,1.244,8/8/2016 22:00,6.7564
1,8/10/2016 4:29,2.154675556,1.260829441,0.809285971,26.35463336,0.084560144,,,8/8/2016 22:00,29.352,1.244,8/8/2016 22:15,6.7818
1,8/10/2016 4:59,2.122572241,1.265933551,0.772078546,26.13585211,0.084560144,,,8/8/2016 22:15,29.252,1.244,8/8/2016 22:30,6.858
1,,,,,,,,,8/8/2016 22:30,29.053,1.24,8/8/2016 22:45,6.8834
1,,,,,,,,,8/8/2016 22:45,28.953,1.24,8/8/2016 23:00,6.8834
1,,,,,,,,,8/8/2016 23:00,28.853,1.24,8/8/2016 23:15,6.8834
1,,,,,,,,,8/8/2016 23:15,28.655,1.239,8/8/2016 23:30,6.9088
1,,,,,,,,,8/8/2016 23:30,28.555,1.234,8/8/2016 23:45,6.9088
1,,,,,,,,,8/8/2016 23:45,28.456,1.233,8/9/2016 0:00,6.9088
1,,,,,,,,,8/9/2016 0:00,28.456,1.232,8/9/2016 0:15,6.9088
1,,,,,,,,,8/9/2016 0:15,28.357,1.23,8/9/2016 0:30,6.9088
1,,,,,,,,,8/9/2016 0:30,28.258,1.232,8/9/2016 0:45,6.9088
1,,,,,,,,,8/9/2016 0:45,28.159,1.229,8/9/2016 1:00,6.9088
1,,,,,,,,,8/9/2016 1:00,28.159,1.229,8/9/2016 1:15,6.9088
1,,,,,,,,,8/9/2016 1:15,28.06,1.226,8/9/2016 1:30,6.9088
1,,,,,,,,,8/9/2016 1:30,28.06,1.224,8/9/2016 1:45,6.9088
1,,,,,,,,,8/9/2016 1:45,27.961,1.222,8/9/2016 2:00,6.9088
1,,,,,,,,,8/9/2016 2:00,27.961,1.221,8/9/2016 2:15,6.9088
1,,,,,,,,,8/9/2016 2:15,27.862,1.218,8/9/2016 2:30,6.9088
1,,,,,,,,,8/9/2016 2:30,27.862,1.217,8/9/2016 2:45,6.9088
1,,,,,,,,,8/9/2016 2:45,27.764,1.217,8/9/2016 3:00,6.9088
1,,,,,,,,,8/9/2016 3:00,27.764,1.213,8/9/2016 3:15,6.9088
1,,,,,,,,,8/9/2016 3:15,27.764,1.213,8/9/2016 3:30,6.9596
1,,,,,,,,,8/9/2016 3:30,27.764,1.211,8/9/2016 3:45,7.2136
1,,,,,,,,,8/9/2016 3:45,27.665,1.211,8/9/2016 4:00,7.4422
1,,,,,,,,,8/9/2016 4:00,27.665,1.206,8/9/2016 4:15,7.4676
1,,,,,,,,,8/9/2016 4:15,27.567,1.201,8/9/2016 4:30,7.5184
1,,,,,,,,,8/9/2016 4:30,27.567,1.201,8/9/2016 4:45,7.5438
1,,,,,,,,,8/9/2016 4:45,27.468,1.198,8/9/2016 5:00,7.5692
1,,,,,,,,,8/9/2016 5:00,27.468,1.197,,
1,,,,,,,,,8/9/2016 5:15,27.37,1.196,,
1,,,,,,,,,8/9/2016 5:30,27.37,1.194,,
1,,,,,,,,,8/9/2016 5:45,27.272,1.192,,
1,,,,,,,,,8/9/2016 6:00,27.272,1.191,,
1,,,,,,,,,8/9/2016 6:15,27.272,1.191,,
1,,,,,,,,,8/9/2016 6:30,27.272,1.186,,
1,,,,,,,,,8/9/2016 6:45,27.173,1.185,,
1,,,,,,,,,8/9/2016 7:00,27.075,1.182,,
1,,,,,,,,,8/9/2016 7:15,26.977,1.182,,
1,,,,,,,,,8/9/2016 7:30,26.977,1.176,,
1,,,,,,,,,8/9/2016 7:45,26.879,1.175,,
1,,,,,,,,,8/9/2016 8:00,26.879,1.174,,
1,,,,,,,,,8/9/2016 8:15,26.879,1.17,,
1,,,,,,,,,8/9/2016 8:30,26.879,1.168,,
1,,,,,,,,,8/9/2016 8:45,26.879,1.166,,
1,,,,,,,,,8/9/2016 9:00,26.879,1.166,,
1,,,,,,,,,8/9/2016 9:15,26.977,1.161,,
1,,,,,,,,,8/9/2016 9:30,26.977,1.158,,
1,,,,,,,,,8/9/2016 9:45,27.075,1.153,,
1,,,,,,,,,8/9/2016 10:00,27.173,1.152,,
1,,,,,,,,,8/9/2016 10:15,27.37,1.149,,
1,,,,,,,,,8/9/2016 10:30,27.468,1.147,,
1,,,,,,,,,8/9/2016 10:45,27.567,1.141,,
1,,,,,,,,,8/9/2016 11:00,27.764,1.138,,
1,,,,,,,,,8/9/2016 11:15,30.154,,,
1,,,,,,,,,8/9/2016 11:30,33.222,,,
1,,,,,,,,,8/9/2016 11:45,38.046,,,
1,,,,,,,,,8/9/2016 12:00,31.676,1.134,,
1,,,,,,,,,8/9/2016 12:15,29.352,1.129,,
1,,,,,,,,,8/9/2016 12:30,29.452,1.127,,
1,,,,,,,,,8/9/2016 12:45,29.752,1.125,,
1,,,,,,,,,8/9/2016 13:00,30.054,1.118,,
1,,,,,,,,,8/9/2016 13:15,30.457,1.114,,
1,,,,,,,,,8/9/2016 13:30,30.963,1.109,,
1,,,,,,,,,8/9/2016 13:45,31.37,1.103,,
1,,,,,,,,,8/9/2016 14:00,31.676,1.099,,
1,,,,,,,,,8/9/2016 14:15,31.983,1.091,,
1,,,,,,,,,8/9/2016 14:30,32.497,1.085,,
1,,,,,,,,,8/9/2016 14:45,33.014,1.08,,
1,,,,,,,,,8/9/2016 15:00,33.43,1.071,,
1,,,,,,,,,8/9/2016 15:15,33.743,1.064,,
1,,,,,,,,,8/9/2016 15:30,33.953,1.056,,
1,,,,,,,,,8/9/2016 15:45,34.268,1.05,,
1,,,,,,,,,8/9/2016 16:00,34.479,1.039,,
1,,,,,,,,,8/9/2016 16:15,34.585,1.031,,
1,,,,,,,,,8/9/2016 16:30,34.691,1.022,,
1,,,,,,,,,8/9/2016 16:45,34.691,1.045,,
1,,,,,,,,,8/9/2016 17:00,34.691,1.041,,
1,,,,,,,,,8/9/2016 17:15,34.585,1.05,,
1,,,,,,,,,8/9/2016 17:30,34.585,1.064,,
1,,,,,,,,,8/9/2016 17:45,34.585,1.073,,
1,,,,,,,,,8/9/2016 18:00,34.479,1.086,,
1,,,,,,,,,8/9/2016 18:15,34.374,1.093,,
1,,,,,,,,,8/9/2016 18:30,34.268,1.104,,
1,,,,,,,,,8/9/2016 18:45,34.163,1.112,,
1,,,,,,,,,8/9/2016 19:00,34.058,1.117,,
1,,,,,,,,,8/9/2016 19:15,33.848,1.129,,
1,,,,,,,,,8/9/2016 19:30,33.535,1.133,,
1,,,,,,,,,8/9/2016 19:45,33.118,1.14,,
1,,,,,,,,,8/9/2016 20:00,32.911,1.145,,
1,,,,,,,,,8/9/2016 20:15,32.6,1.153,,
1,,,,,,,,,8/9/2016 20:30,32.394,1.156,,
1,,,,,,,,,8/9/2016 20:45,32.188,1.159,,
1,,,,,,,,,8/9/2016 21:00,31.983,1.161,,
1,,,,,,,,,8/9/2016 21:15,31.778,1.166,,
1,,,,,,,,,8/9/2016 21:30,31.676,1.169,,
1,,,,,,,,,8/9/2016 21:45,31.574,1.171,,
1,,,,,,,,,8/9/2016 22:00,31.472,1.174,,
1,,,,,,,,,8/9/2016 22:15,31.37,1.175,,
1,,,,,,,,,8/9/2016 22:30,31.268,1.178,,
1,,,,,,,,,8/9/2016 22:45,31.268,1.177,,
1,,,,,,,,,8/9/2016 23:00,31.166,1.178,,
